election,year,constit,party,name,seats,quota,electorate,turnout,valid,spoilt,transfers,round_totals
Presidential Election,2011,Dublin West ,Independent,Sean Gallagher,3,36319,61583,36319,35949,370,"[8677, 446, 618, 1390]","[8677, 9123, 9741, 11131]"
Presidential Election,2011,Dublin West ,Labour Party,Michael D. Higgins,3,36319,61583,36319,35949,370,"[15539, 543, 1992, 3839]","[15539, 16082, 18074, 21913]"
Presidential Election,2011,Dublin West ,Sinn Féin,Martin McGuinness,3,36319,61583,36319,35949,370,"[4278, 141, 407, -4826]","[4278, 4419, 4826, 0]"
Presidential Election,2011,Dublin West ,Fine Gael,Gay Mitchell,3,36319,61583,36319,35949,370,"[1916, 260, 263, 0]","[1916, 2176, 2439, 2439]"
Presidential Election,2011,Dublin West ,Independent,David Norris,3,36319,61583,36319,35949,370,"[3632, 189, -3821, 0]","[3632, 3821, 0, 0]"
Presidential Election,2011,Dublin West ,Independent,Dana Rosemary Scallon,3,36319,61583,36319,35949,370,"[733, -733, 0, 0]","[733, 0, 0, 0]"
Presidential Election,2011,Dublin West ,Independent,Mary Davis,3,36319,61583,36319,35949,370,"[1174, 0, 0, 0]","[1174, 1174, 1174, 1174]"
Presidential Election,2011,Dún Laoghaire ,Independent,Sean Gallagher,3,49191,82033,49191,48763,428,"[8626, 599, 688, 1409]","[8626, 9225, 9913, 11322]"
Presidential Election,2011,Dún Laoghaire ,Labour Party,Michael D. Higgins,3,49191,82033,49191,48763,428,"[25616, 901, 3264, 5090]","[25616, 26517, 29781, 34871]"
Presidential Election,2011,Dún Laoghaire ,Sinn Féin,Martin McGuinness,3,49191,82033,49191,48763,428,"[3355, 182, 317, -3854]","[3355, 3537, 3854, 0]"
Presidential Election,2011,Dún Laoghaire ,Fine Gael,Gay Mitchell,3,49191,82033,49191,48763,428,"[3424, 510, 444, 0]","[3424, 3934, 4378, 4378]"
Presidential Election,2011,Dún Laoghaire ,Independent,David Norris,3,49191,82033,49191,48763,428,"[4973, 265, -5238, 0]","[4973, 5238, 0, 0]"
Presidential Election,2011,Dún Laoghaire ,Independent,Dana Rosemary Scallon,3,49191,82033,49191,48763,428,"[1058, -1058, 0, 0]","[1058, 0, 0, 0]"
Presidential Election,2011,Dún Laoghaire ,Independent,Mary Davis,3,49191,82033,49191,48763,428,"[1711, 0, 0, 0]","[1711, 1711, 1711, 1711]"
Presidential Election,2011,Galway East ,Independent,Sean Gallagher,6,47092,81896,47092,46681,411,"[13473, 665, 198, 1517]","[13473, 14138, 14336, 15853]"
Presidential Election,2011,Galway East ,Labour Party,Michael D. Higgins,6,47092,81896,47092,46681,411,"[21554, 906, 678, 5184]","[21554, 22460, 23138, 28322]"
Presidential Election,2011,Galway East ,Sinn Féin,Martin McGuinness,6,47092,81896,47092,46681,411,"[4849, 259, 187, -5295]","[4849, 5108, 5295, 0]"
Presidential Election,2011,Galway East ,Fine Gael,Gay Mitchell,6,47092,81896,47092,46681,411,"[2905, 337, 100, 0]","[2905, 3242, 3342, 3342]"
Presidential Election,2011,Galway East ,Independent,David Norris,6,47092,81896,47092,46681,411,"[1177, 139, -1316, 0]","[1177, 1316, 0, 0]"
Presidential Election,2011,Galway East ,Independent,Dana Rosemary Scallon,6,47092,81896,47092,46681,411,"[1670, -1670, 0, 0]","[1670, 0, 0, 0]"
Presidential Election,2011,Galway East ,Independent,Mary Davis,6,47092,81896,47092,46681,411,"[1053, 0, 0, 0]","[1053, 1053, 1053, 1053]"
Presidential Election,2011,Galway West ,Independent,Sean Gallagher,0,50688,94700,50688,50274,414,"[9281, 558, 268, 1448]","[9281, 9839, 10107, 11555]"
Presidential Election,2011,Galway West ,Labour Party,Michael D. Higgins,0,50688,94700,50688,50274,414,"[28970, 910, 1068, 5332]","[28970, 29880, 30948, 36280]"
Presidential Election,2011,Galway West ,Sinn Féin,Martin McGuinness,0,50688,94700,50688,50274,414,"[5392, 273, 210, -5875]","[5392, 5665, 5875, 0]"
Presidential Election,2011,Galway West ,Fine Gael,Gay Mitchell,0,50688,94700,50688,50274,414,"[2326, 398, 116, 0]","[2326, 2724, 2840, 2840]"
Presidential Election,2011,Galway West ,Independent,David Norris,0,50688,94700,50688,50274,414,"[1660, 148, -1808, 0]","[1660, 1808, 0, 0]"
Presidential Election,2011,Galway West ,Independent,Dana Rosemary Scallon,0,50688,94700,50688,50274,414,"[1745, -1745, 0, 0]","[1745, 0, 0, 0]"
Presidential Election,2011,Galway West ,Independent,Mary Davis,0,50688,94700,50688,50274,414,"[900, 0, 0, 0]","[900, 900, 900, 900]"
Presidential Election,2011,Kerry North–West Limerick ,Independent,Sean Gallagher,8,34525,63068,34525,34134,391,"[9909, 510, 270, 1525]","[9909, 10419, 10689, 12214]"
Presidential Election,2011,Kerry North–West Limerick ,Labour Party,Michael D. Higgins,8,34525,63068,34525,34134,391,"[12947, 574, 695, 4489]","[12947, 13521, 14216, 18705]"
Presidential Election,2011,Kerry North–West Limerick ,Sinn Féin,Martin McGuinness,8,34525,63068,34525,34134,391,"[5739, 215, 194, -6148]","[5739, 5954, 6148, 0]"
Presidential Election,2011,Kerry North–West Limerick ,Fine Gael,Gay Mitchell,8,34525,63068,34525,34134,391,"[2221, 254, 101, 0]","[2221, 2475, 2576, 2576]"
Presidential Election,2011,Kerry North–West Limerick ,Independent,David Norris,8,34525,63068,34525,34134,391,"[1301, 116, -1417, 0]","[1301, 1417, 0, 0]"
Presidential Election,2011,Kerry North–West Limerick ,Independent,Dana Rosemary Scallon,8,34525,63068,34525,34134,391,"[1260, -1260, 0, 0]","[1260, 0, 0, 0]"
Presidential Election,2011,Kerry North–West Limerick ,Independent,Mary Davis,8,34525,63068,34525,34134,391,"[757, 0, 0, 0]","[757, 757, 757, 757]"
Presidential Election,2011,Kerry South ,Independent,Sean Gallagher,6,31969,57776,31969,31613,356,"[9668, 500, 222, 1428]","[9668, 10168, 10390, 11818]"
Presidential Election,2011,Kerry South ,Labour Party,Michael D. Higgins,6,31969,57776,31969,31613,356,"[11604, 649, 755, 4299]","[11604, 12253, 13008, 17307]"
Presidential Election,2011,Kerry South ,Sinn Féin,Martin McGuinness,6,31969,57776,31969,31613,356,"[4723, 199, 155, -5077]","[4723, 4922, 5077, 0]"
Presidential Election,2011,Kerry South ,Fine Gael,Gay Mitchell,6,31969,57776,31969,31613,356,"[2302, 249, 84, 0]","[2302, 2551, 2635, 2635]"
Presidential Election,2011,Kerry South ,Independent,David Norris,6,31969,57776,31969,31613,356,"[1246, 117, -1363, 0]","[1246, 1363, 0, 0]"
Presidential Election,2011,Kerry South ,Independent,Dana Rosemary Scallon,6,31969,57776,31969,31613,356,"[1232, -1232, 0, 0]","[1232, 0, 0, 0]"
Presidential Election,2011,Kerry South ,Independent,Mary Davis,6,31969,57776,31969,31613,356,"[838, 0, 0, 0]","[838, 838, 838, 838]"
Presidential Election,2011,Kildare North ,Independent,Sean Gallagher,3,43463,76623,43463,43134,329,"[11615, 522, 644, 1345]","[11615, 12137, 12781, 14126]"
Presidential Election,2011,Kildare North ,Labour Party,Michael D. Higgins,3,43463,76623,43463,43134,329,"[19775, 648, 2016, 4237]","[19775, 20423, 22439, 26676]"
Presidential Election,2011,Kildare North ,Sinn Féin,Martin McGuinness,3,43463,76623,43463,43134,329,"[3796, 161, 319, -4276]","[3796, 3957, 4276, 0]"
Presidential Election,2011,Kildare North ,Fine Gael,Gay Mitchell,3,43463,76623,43463,43134,329,"[2364, 287, 268, 0]","[2364, 2651, 2919, 2919]"
Presidential Election,2011,Kildare North ,Independent,David Norris,3,43463,76623,43463,43134,329,"[3490, 169, -3659, 0]","[3490, 3659, 0, 0]"
Presidential Election,2011,Kildare North ,Independent,Dana Rosemary Scallon,3,43463,76623,43463,43134,329,"[896, -896, 0, 0]","[896, 0, 0, 0]"
Presidential Election,2011,Kildare North ,Independent,Mary Davis,3,43463,76623,43463,43134,329,"[1198, 0, 0, 0]","[1198, 1198, 1198, 1198]"
Presidential Election,2011,Kildare South ,Independent,Sean Gallagher,3,31295,57933,31295,30962,333,"[9733, 409, 400, 1243]","[9733, 10142, 10542, 11785]"
Presidential Election,2011,Kildare South ,Labour Party,Michael D. Higgins,3,31295,57933,31295,30962,333,"[12447, 492, 1055, 3153]","[12447, 12939, 13994, 17147]"
Presidential Election,2011,Kildare South ,Sinn Féin,Martin McGuinness,3,31295,57933,31295,30962,333,"[3553, 134, 207, -3894]","[3553, 3687, 3894, 0]"
Presidential Election,2011,Kildare South ,Fine Gael,Gay Mitchell,3,31295,57933,31295,30962,333,"[1681, 195, 172, 0]","[1681, 1876, 2048, 2048]"
Presidential Election,2011,Kildare South ,Independent,David Norris,3,31295,57933,31295,30962,333,"[1966, 123, -2089, 0]","[1966, 2089, 0, 0]"
Presidential Election,2011,Kildare South ,Independent,Dana Rosemary Scallon,3,31295,57933,31295,30962,333,"[645, -645, 0, 0]","[645, 0, 0, 0]"
Presidential Election,2011,Kildare South ,Independent,Mary Davis,3,31295,57933,31295,30962,333,"[937, 0, 0, 0]","[937, 937, 937, 937]"
Presidential Election,2011,Laois–Offaly ,Independent,Sean Gallagher,3,59365,107023,59365,58848,517,"[22115, 810, 804, 2877]","[22115, 22925, 23729, 26606]"
Presidential Election,2011,Laois–Offaly ,Labour Party,Michael D. Higgins,3,59365,107023,59365,58848,517,"[18686, 752, 1775, 6608]","[18686, 19438, 21213, 27821]"
Presidential Election,2011,Laois–Offaly ,Sinn Féin,Martin McGuinness,3,59365,107023,59365,58848,517,"[7663, 279, 438, -8380]","[7663, 7942, 8380, 0]"
Presidential Election,2011,Laois–Offaly ,Fine Gael,Gay Mitchell,3,59365,107023,59365,58848,517,"[3891, 370, 308, 0]","[3891, 4261, 4569, 4569]"
Presidential Election,2011,Laois–Offaly ,Independent,David Norris,3,59365,107023,59365,58848,517,"[3547, 236, -3783, 0]","[3547, 3783, 0, 0]"
Presidential Election,2011,Laois–Offaly ,Independent,Dana Rosemary Scallon,3,59365,107023,59365,58848,517,"[1765, -1765, 0, 0]","[1765, 0, 0, 0]"
Presidential Election,2011,Laois–Offaly ,Independent,Mary Davis,3,59365,107023,59365,58848,517,"[1181, 0, 0, 0]","[1181, 1181, 1181, 1181]"
Presidential Election,2011,Limerick ,Independent,Sean Gallagher,5,36876,66345,36876,36517,359,"[12238, 515, 302, 1413]","[12238, 12753, 13055, 14468]"
Presidential Election,2011,Limerick ,Labour Party,Michael D. Higgins,5,36876,66345,36876,36517,359,"[14134, 566, 801, 4352]","[14134, 14700, 15501, 19853]"
Presidential Election,2011,Limerick ,Sinn Féin,Martin McGuinness,5,36876,66345,36876,36517,359,"[3854, 184, 153, -4191]","[3854, 4038, 4191, 0]"
Presidential Election,2011,Limerick ,Fine Gael,Gay Mitchell,5,36876,66345,36876,36517,359,"[2864, 302, 100, 0]","[2864, 3166, 3266, 3266]"
Presidential Election,2011,Limerick ,Independent,David Norris,5,36876,66345,36876,36517,359,"[1369, 125, -1494, 0]","[1369, 1494, 0, 0]"
Presidential Election,2011,Limerick ,Independent,Dana Rosemary Scallon,5,36876,66345,36876,36517,359,"[1239, -1239, 0, 0]","[1239, 0, 0, 0]"
Presidential Election,2011,Limerick ,Independent,Mary Davis,5,36876,66345,36876,36517,359,"[819, 0, 0, 0]","[819, 819, 819, 819]"
Presidential Election,2011,Limerick City ,Independent,Sean Gallagher,1,34725,66421,34725,34362,363,"[7643, 355, 338, 1090]","[7643, 7998, 8336, 9426]"
Presidential Election,2011,Limerick City ,Labour Party,Michael D. Higgins,1,34725,66421,34725,34362,363,"[16935, 504, 1270, 4011]","[16935, 17439, 18709, 22720]"
Presidential Election,2011,Limerick City ,Sinn Féin,Martin McGuinness,1,34725,66421,34725,34362,363,"[4150, 138, 221, -4509]","[4150, 4288, 4509, 0]"
Presidential Election,2011,Limerick City ,Fine Gael,Gay Mitchell,1,34725,66421,34725,34362,363,"[1917, 253, 143, 0]","[1917, 2170, 2313, 2313]"
Presidential Election,2011,Limerick City ,Independent,David Norris,1,34725,66421,34725,34362,363,"[2065, 137, -2202, 0]","[2065, 2202, 0, 0]"
Presidential Election,2011,Limerick City ,Independent,Dana Rosemary Scallon,1,34725,66421,34725,34362,363,"[1004, -1004, 0, 0]","[1004, 0, 0, 0]"
Presidential Election,2011,Limerick City ,Independent,Mary Davis,1,34725,66421,34725,34362,363,"[648, 0, 0, 0]","[648, 648, 648, 648]"
Presidential Election,2011,Longford–Westmeath ,Independent,Sean Gallagher,1,45543,85911,45543,45059,484,"[15166, 646, 362, 2101]","[15166, 15812, 16174, 18275]"
Presidential Election,2011,Longford–Westmeath ,Labour Party,Michael D. Higgins,1,45543,85911,45543,45059,484,"[15987, 661, 1180, 5616]","[15987, 16648, 17828, 23444]"
Presidential Election,2011,Longford–Westmeath ,Sinn Féin,Martin McGuinness,1,45543,85911,45543,45059,484,"[5885, 281, 294, -6460]","[5885, 6166, 6460, 0]"
Presidential Election,2011,Longford–Westmeath ,Fine Gael,Gay Mitchell,1,45543,85911,45543,45059,484,"[3372, 351, 183, 0]","[3372, 3723, 3906, 3906]"
Presidential Election,2011,Longford–Westmeath ,Independent,David Norris,1,45543,85911,45543,45059,484,"[2154, 153, -2307, 0]","[2154, 2307, 0, 0]"
Presidential Election,2011,Longford–Westmeath ,Independent,Dana Rosemary Scallon,1,45543,85911,45543,45059,484,"[1550, -1550, 0, 0]","[1550, 0, 0, 0]"
Presidential Election,2011,Longford–Westmeath ,Independent,Mary Davis,1,45543,85911,45543,45059,484,"[945, 0, 0, 0]","[945, 945, 945, 945]"
Presidential Election,2011,Louth ,Independent,Sean Gallagher,1,58126,102941,58126,57453,673,"[17027, 582, 543, 3154]","[17027, 17609, 18152, 21306]"
Presidential Election,2011,Louth ,Labour Party,Michael D. Higgins,1,58126,102941,58126,57453,673,"[20844, 771, 1784, 7250]","[20844, 21615, 23399, 30649]"
Presidential Election,2011,Louth ,Sinn Féin,Martin McGuinness,1,58126,102941,58126,57453,673,"[11499, 302, 434, -12235]","[11499, 11801, 12235, 0]"
Presidential Election,2011,Louth ,Fine Gael,Gay Mitchell,1,58126,102941,58126,57453,673,"[2359, 307, 225, 0]","[2359, 2666, 2891, 2891]"
Presidential Election,2011,Louth ,Independent,David Norris,1,58126,102941,58126,57453,673,"[3141, 215, -3356, 0]","[3141, 3356, 0, 0]"
Presidential Election,2011,Louth ,Independent,Dana Rosemary Scallon,1,58126,102941,58126,57453,673,"[1267, -1267, 0, 0]","[1267, 0, 0, 0]"
Presidential Election,2011,Louth ,Independent,Mary Davis,1,58126,102941,58126,57453,673,"[1316, 0, 0, 0]","[1316, 1316, 1316, 1316]"
Presidential Election,2011,Mayo ,Independent,Sean Gallagher,4,53627,97714,53627,53060,567,"[13370, 1755, 269, 2170]","[13370, 15125, 15394, 17564]"
Presidential Election,2011,Mayo ,Labour Party,Michael D. Higgins,4,53627,97714,53627,53060,567,"[20329, 2503, 887, 8024]","[20329, 22832, 23719, 31743]"
Presidential Election,2011,Mayo ,Sinn Féin,Martin McGuinness,4,53627,97714,53627,53060,567,"[6300, 611, 197, -7108]","[6300, 6911, 7108, 0]"
Presidential Election,2011,Mayo ,Fine Gael,Gay Mitchell,4,53627,97714,53627,53060,567,"[4878, 866, 144, 0]","[4878, 5744, 5888, 5888]"
Presidential Election,2011,Mayo ,Independent,David Norris,4,53627,97714,53627,53060,567,"[1483, 228, -1711, 0]","[1483, 1711, 0, 0]"
Presidential Election,2011,Mayo ,Independent,Dana Rosemary Scallon,4,53627,97714,53627,53060,567,"[1719, -1719, 0, 0]","[1719, 0, 0, 0]"
Presidential Election,2011,Mayo ,Independent,Mary Davis,4,53627,97714,53627,53060,567,"[4981, 0, 0, 0]","[4981, 4981, 4981, 4981]"
Presidential Election,2011,Meath East ,Independent,Sean Gallagher,7,35453,65477,35453,35144,309,"[11300, 439, 475, 1414]","[11300, 11739, 12214, 13628]"
Presidential Election,2011,Meath East ,Labour Party,Michael D. Higgins,7,35453,65477,35453,35144,309,"[13397, 537, 1292, 4000]","[13397, 13934, 15226, 19226]"
Presidential Election,2011,Meath East ,Sinn Féin,Martin McGuinness,7,35453,65477,35453,35144,309,"[4095, 134, 250, -4479]","[4095, 4229, 4479, 0]"
Presidential Election,2011,Meath East ,Fine Gael,Gay Mitchell,7,35453,65477,35453,35144,309,"[2199, 259, 196, 0]","[2199, 2458, 2654, 2654]"
Presidential Election,2011,Meath East ,Independent,David Norris,7,35453,65477,35453,35144,309,"[2340, 146, -2486, 0]","[2340, 2486, 0, 0]"
Presidential Election,2011,Meath East ,Independent,Dana Rosemary Scallon,7,35453,65477,35453,35144,309,"[818, -818, 0, 0]","[818, 0, 0, 0]"
Presidential Election,2011,Meath East ,Independent,Mary Davis,7,35453,65477,35453,35144,309,"[995, 0, 0, 0]","[995, 995, 995, 995]"
Presidential Election,2011,Meath West ,Independent,Sean Gallagher,1,33071,63111,33071,32747,324,"[10972, 430, 373, 1583]","[10972, 11402, 11775, 13358]"
Presidential Election,2011,Meath West ,Labour Party,Michael D. Higgins,1,33071,63111,33071,32747,324,"[11280, 477, 1031, 3981]","[11280, 11757, 12788, 16769]"
Presidential Election,2011,Meath West ,Sinn Féin,Martin McGuinness,1,33071,63111,33071,32747,324,"[4865, 149, 227, -5241]","[4865, 5014, 5241, 0]"
Presidential Election,2011,Meath West ,Fine Gael,Gay Mitchell,1,33071,63111,33071,32747,324,"[1982, 251, 182, 0]","[1982, 2233, 2415, 2415]"
Presidential Election,2011,Meath West ,Independent,David Norris,1,33071,63111,33071,32747,324,"[1928, 141, -2069, 0]","[1928, 2069, 0, 0]"
Presidential Election,2011,Meath West ,Independent,Dana Rosemary Scallon,1,33071,63111,33071,32747,324,"[889, -889, 0, 0]","[889, 0, 0, 0]"
Presidential Election,2011,Meath West ,Independent,Mary Davis,1,33071,63111,33071,32747,324,"[831, 0, 0, 0]","[831, 831, 831, 831]"
Presidential Election,2011,Roscommon–South Leitrim ,Independent,Sean Gallagher,6,36486,60416,36486,36092,394,"[13011, 688, 291, 1947]","[13011, 13699, 13990, 15937]"
Presidential Election,2011,Roscommon–South Leitrim ,Labour Party,Michael D. Higgins,6,36486,60416,36486,36092,394,"[11480, 710, 721, 4372]","[11480, 12190, 12911, 17283]"
Presidential Election,2011,Roscommon–South Leitrim ,Sinn Féin,Martin McGuinness,6,36486,60416,36486,36092,394,"[5286, 303, 218, -5807]","[5286, 5589, 5807, 0]"
Presidential Election,2011,Roscommon–South Leitrim ,Fine Gael,Gay Mitchell,6,36486,60416,36486,36092,394,"[2334, 331, 94, 0]","[2334, 2665, 2759, 2759]"
Presidential Election,2011,Roscommon–South Leitrim ,Independent,David Norris,6,36486,60416,36486,36092,394,"[1322, 185, -1507, 0]","[1322, 1507, 0, 0]"
Presidential Election,2011,Roscommon–South Leitrim ,Independent,Dana Rosemary Scallon,6,36486,60416,36486,36092,394,"[1589, -1589, 0, 0]","[1589, 0, 0, 0]"
Presidential Election,2011,Roscommon–South Leitrim ,Independent,Mary Davis,6,36486,60416,36486,36092,394,"[1070, 0, 0, 0]","[1070, 1070, 1070, 1070]"
Presidential Election,2011,Sligo–North Leitrim ,Independent,Sean Gallagher,2,34251,62152,34251,33890,361,"[9943, 654, 229, 1817]","[9943, 10597, 10826, 12643]"
Presidential Election,2011,Sligo–North Leitrim ,Labour Party,Michael D. Higgins,2,34251,62152,34251,33890,361,"[12363, 766, 808, 4594]","[12363, 13129, 13937, 18531]"
Presidential Election,2011,Sligo–North Leitrim ,Sinn Féin,Martin McGuinness,2,34251,62152,34251,33890,361,"[5464, 268, 179, -5911]","[5464, 5732, 5911, 0]"
Presidential Election,2011,Sligo–North Leitrim ,Fine Gael,Gay Mitchell,2,34251,62152,34251,33890,361,"[2360, 300, 108, 0]","[2360, 2660, 2768, 2768]"
Presidential Election,2011,Sligo–North Leitrim ,Independent,David Norris,2,34251,62152,34251,33890,361,"[1349, 106, -1455, 0]","[1349, 1455, 0, 0]"
Presidential Election,2011,Sligo–North Leitrim ,Independent,Dana Rosemary Scallon,2,34251,62152,34251,33890,361,"[1299, -1299, 0, 0]","[1299, 0, 0, 0]"
Presidential Election,2011,Sligo–North Leitrim ,Independent,Mary Davis,2,34251,62152,34251,33890,361,"[1112, 0, 0, 0]","[1112, 1112, 1112, 1112]"
Presidential Election,2011,Tipperary North ,Independent,Sean Gallagher,3,38381,62603,38381,37942,439,"[13491, 597, 280, 1778]","[13491, 14088, 14368, 16146]"
Presidential Election,2011,Tipperary North ,Labour Party,Michael D. Higgins,3,38381,62603,38381,37942,439,"[13197, 627, 768, 4672]","[13197, 13824, 14592, 19264]"
Presidential Election,2011,Tipperary North ,Sinn Féin,Martin McGuinness,3,38381,62603,38381,37942,439,"[4459, 180, 155, -4794]","[4459, 4639, 4794, 0]"
Presidential Election,2011,Tipperary North ,Fine Gael,Gay Mitchell,3,38381,62603,38381,37942,439,"[3121, 359, 130, 0]","[3121, 3480, 3610, 3610]"
Presidential Election,2011,Tipperary North ,Independent,David Norris,3,38381,62603,38381,37942,439,"[1385, 126, -1511, 0]","[1385, 1511, 0, 0]"
Presidential Election,2011,Tipperary North ,Independent,Dana Rosemary Scallon,3,38381,62603,38381,37942,439,"[1399, -1399, 0, 0]","[1399, 0, 0, 0]"
Presidential Election,2011,Tipperary North ,Independent,Mary Davis,3,38381,62603,38381,37942,439,"[890, 0, 0, 0]","[890, 890, 890, 890]"
Presidential Election,2011,Tipperary South ,Independent,Sean Gallagher,5,32618,56295,32618,32270,348,"[11003, 438, 292, 1454]","[11003, 11441, 11733, 13187]"
Presidential Election,2011,Tipperary South ,Labour Party,Michael D. Higgins,5,32618,56295,32618,32270,348,"[11411, 523, 710, 4041]","[11411, 11934, 12644, 16685]"
Presidential Election,2011,Tipperary South ,Sinn Féin,Martin McGuinness,5,32618,56295,32618,32270,348,"[4188, 156, 185, -4529]","[4188, 4344, 4529, 0]"
Presidential Election,2011,Tipperary South ,Fine Gael,Gay Mitchell,5,32618,56295,32618,32270,348,"[2517, 230, 126, 0]","[2517, 2747, 2873, 2873]"
Presidential Election,2011,Tipperary South ,Independent,David Norris,5,32618,56295,32618,32270,348,"[1415, 118, -1533, 0]","[1415, 1533, 0, 0]"
Presidential Election,2011,Tipperary South ,Independent,Dana Rosemary Scallon,5,32618,56295,32618,32270,348,"[975, -975, 0, 0]","[975, 0, 0, 0]"
Presidential Election,2011,Tipperary South ,Independent,Mary Davis,5,32618,56295,32618,32270,348,"[761, 0, 0, 0]","[761, 761, 761, 761]"
Presidential Election,2011,Waterford ,Independent,Sean Gallagher,0,42731,78960,42731,42260,471,"[13107, 478, 473, 1845]","[13107, 13585, 14058, 15903]"
Presidential Election,2011,Waterford ,Labour Party,Michael D. Higgins,0,42731,78960,42731,42260,471,"[16340, 629, 1310, 4781]","[16340, 16969, 18279, 23060]"
Presidential Election,2011,Waterford ,Sinn Féin,Martin McGuinness,0,42731,78960,42731,42260,471,"[5737, 191, 341, -6269]","[5737, 5928, 6269, 0]"
Presidential Election,2011,Waterford ,Fine Gael,Gay Mitchell,0,42731,78960,42731,42260,471,"[2489, 278, 179, 0]","[2489, 2767, 2946, 2946]"
Presidential Election,2011,Waterford ,Independent,David Norris,0,42731,78960,42731,42260,471,"[2451, 159, -2610, 0]","[2451, 2610, 0, 0]"
Presidential Election,2011,Waterford ,Independent,Dana Rosemary Scallon,0,42731,78960,42731,42260,471,"[1218, -1218, 0, 0]","[1218, 0, 0, 0]"
Presidential Election,2011,Waterford ,Independent,Mary Davis,0,42731,78960,42731,42260,471,"[918, 0, 0, 0]","[918, 918, 918, 918]"
Presidential Election,2011,Wexford ,Independent,Sean Gallagher,0,58629,108490,58629,58002,627,"[19685, 804, 567, 2777]","[19685, 20489, 21056, 23833]"
Presidential Election,2011,Wexford ,Labour Party,Michael D. Higgins,0,58629,108490,58629,58002,627,"[21010, 759, 1474, 6514]","[21010, 21769, 23243, 29757]"
Presidential Election,2011,Wexford ,Sinn Féin,Martin McGuinness,0,58629,108490,58629,58002,627,"[8112, 242, 329, -8683]","[8112, 8354, 8683, 0]"
Presidential Election,2011,Wexford ,Fine Gael,Gay Mitchell,0,58629,108490,58629,58002,627,"[3459, 402, 240, 0]","[3459, 3861, 4101, 4101]"
